start_time,start_time_sec,start_code,end_time,end_time_sec,end_code,state_code,state,bout_duration,hour,date_time,NREM_duration,NREM_bout,NREM_ave,NREM_percentage,REM_duration,REM_bout,REM_ave,REM_percentage,WAKE_duration,WAKE_bout,WAKE_ave,WAKE_percentage,INIT_duration,INIT_bout,INIT_ave,INIT_percentage
2024-01-14 07:00:10,0,1,2024-01-14 07:10:19,609,0,3,Wake,610,0,2024-01-14 07:00:10,2285.0,14.0,163.21,0.63,336.0,7.0,48.0,0.09,980.0,15.0,65.33,0.27,0.0,0.0,0.0,0.0
2024-01-14 07:10:20,610,1,2024-01-14 07:10:32,622,0,1,NREM,13,0,2024-01-14 08:00:10,2142.0,18.0,119.0,0.59,424.0,8.0,53.0,0.12,1034.0,18.0,57.44,0.29,0.0,0.0,0.0,0.0
2024-01-14 07:10:33,623,1,2024-01-14 07:13:49,819,0,3,Wake,197,0,2024-01-14 09:00:10,678.0,8.0,84.75,0.19,23.0,1.0,23.0,0.01,2899.0,7.0,414.14,0.81,0.0,0.0,0.0,0.0
2024-01-14 07:13:50,820,1,2024-01-14 07:14:04,834,0,1,NREM,15,0,2024-01-14 10:00:10,2744.0,16.0,171.5,0.76,638.0,9.0,70.89,0.18,218.0,15.0,14.53,0.06,0.0,0.0,0.0,0.0
2024-01-14 07:14:05,835,1,2024-01-14 07:14:19,849,0,3,Wake,15,0,2024-01-14 11:00:10,924.0,5.0,184.8,0.26,40.0,1.0,40.0,0.01,2636.0,4.0,659.0,0.73,0.0,0.0,0.0,0.0
2024-01-14 07:14:20,850,1,2024-01-14 07:20:19,1209,0,1,NREM,360,0,2024-01-14 12:00:10,2776.0,20.0,138.8,0.77,516.0,12.0,43.0,0.14,308.0,17.0,18.12,0.09,0.0,0.0,0.0,0.0
2024-01-14 07:20:20,1210,1,2024-01-14 07:20:56,1246,0,3,Wake,37,0,2024-01-14 13:00:10,1578.0,14.0,112.71,0.44,266.0,7.0,38.0,0.07,1756.0,14.0,125.43,0.49,0.0,0.0,0.0,0.0
2024-01-14 07:20:57,1247,1,2024-01-14 07:21:07,1257,0,1,NREM,11,0,2024-01-14 14:00:10,2762.0,18.0,153.44,0.77,530.0,10.0,53.0,0.15,308.0,17.0,18.12,0.09,0.0,0.0,0.0,0.0
2024-01-14 07:21:08,1258,1,2024-01-14 07:21:20,1270,0,3,Wake,13,0,2024-01-14 15:00:10,1794.0,12.0,149.5,0.5,403.0,6.0,67.17,0.11,1403.0,11.0,127.55,0.39,0.0,0.0,0.0,0.0
2024-01-14 07:21:21,1271,1,2024-01-14 07:25:00,1490,0,1,NREM,220,0,2024-01-14 16:00:10,2505.0,18.0,139.17,0.7,432.0,6.0,72.0,0.12,663.0,17.0,39.0,0.18,0.0,0.0,0.0,0.0
2024-01-14 07:25:01,1491,1,2024-01-14 07:25:11,1501,0,2,REM,11,0,2024-01-14 17:00:10,1745.0,10.0,174.5,0.48,270.0,4.0,67.5,0.07,1585.0,9.0,176.11,0.44,0.0,0.0,0.0,0.0
2024-01-14 07:25:12,1502,1,2024-01-14 07:25:21,1511,0,3,Wake,10,0,2024-01-14 18:00:10,2202.0,18.0,122.33,0.61,453.0,7.0,64.71,0.13,945.0,18.0,52.5,0.26,0.0,0.0,0.0,0.0
2024-01-14 07:25:22,1512,1,2024-01-14 07:28:47,1717,0,1,NREM,206,0,2024-01-14 19:00:10,515.0,4.0,128.75,0.14,0.0,0.0,0.0,0.0,3085.0,5.0,617.0,0.86,0.0,0.0,0.0,0.0
2024-01-14 07:28:48,1718,1,2024-01-14 07:29:19,1749,0,2,REM,32,0,2024-01-14 20:00:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,1.0,3600.0,1.0,0.0,0.0,0.0,0.0
2024-01-14 07:29:20,1750,1,2024-01-14 07:29:46,1776,0,3,Wake,27,0,2024-01-14 21:00:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,1.0,3600.0,1.0,0.0,0.0,0.0,0.0
2024-01-14 07:29:47,1777,1,2024-01-14 07:32:34,1944,0,1,NREM,168,0,2024-01-14 22:00:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,1.0,3600.0,1.0,0.0,0.0,0.0,0.0
2024-01-14 07:32:35,1945,1,2024-01-14 07:32:59,1969,0,2,REM,25,0,2024-01-14 23:00:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,1.0,3600.0,1.0,0.0,0.0,0.0,0.0
2024-01-14 07:33:00,1970,1,2024-01-14 07:33:08,1978,0,3,Wake,9,0,2024-01-15 00:00:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,1.0,3600.0,1.0,0.0,0.0,0.0,0.0
2024-01-14 07:33:09,1979,1,2024-01-14 07:36:11,2161,0,1,NREM,183,0,2024-01-15 01:00:10,2023.0,15.0,134.87,0.56,278.0,7.0,39.71,0.08,1299.0,15.0,86.6,0.36,0.0,0.0,0.0,0.0
2024-01-14 07:36:12,2162,1,2024-01-14 07:36:20,2170,0,3,Wake,9,0,2024-01-15 02:00:10,916.0,5.0,183.2,0.25,301.0,5.0,60.2,0.08,2383.0,6.0,397.17,0.66,0.0,0.0,0.0,0.0
2024-01-14 07:36:21,2171,1,2024-01-14 07:38:00,2270,0,1,NREM,100,0,2024-01-15 03:00:10,356.0,4.0,89.0,0.1,16.0,1.0,16.0,0.0,3228.0,5.0,645.6,0.9,0.0,0.0,0.0,0.0
2024-01-14 07:38:01,2271,1,2024-01-14 07:39:05,2335,0,2,REM,65,0,2024-01-15 04:00:10,666.0,4.0,166.5,0.18,149.0,4.0,37.25,0.04,2785.0,5.0,557.0,0.77,0.0,0.0,0.0,0.0
2024-01-14 07:39:06,2336,1,2024-01-14 07:39:13,2343,0,3,Wake,8,0,2024-01-15 05:00:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,1.0,3600.0,1.0,0.0,0.0,0.0,0.0
2024-01-14 07:39:14,2344,1,2024-01-14 07:39:29,2359,0,1,NREM,16,0,2024-01-15 06:00:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,1.0,3600.0,1.0,0.0,0.0,0.0,0.0
2024-01-14 07:39:30,2360,1,2024-01-14 07:40:44,2434,0,2,REM,75,0,2024-01-15 07:00:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1.0,49.0,0.01,0.0,0.0,0.0,0.0
2024-01-14 07:40:45,2435,1,2024-01-14 07:40:54,2444,0,3,Wake,10,0,,,,,,,,,,,,,,,,,
2024-01-14 07:40:55,2445,1,2024-01-14 07:45:49,2739,0,1,NREM,295,0,,,,,,,,,,,,,,,,,
2024-01-14 07:45:50,2740,1,2024-01-14 07:46:00,2750,0,3,Wake,11,0,,,,,,,,,,,,,,,,,
2024-01-14 07:46:01,2751,1,2024-01-14 07:51:13,3063,0,1,NREM,313,0,,,,,,,,,,,,,,,,,
2024-01-14 07:51:14,3064,1,2024-01-14 07:52:50,3160,0,2,REM,97,0,,,,,,,,,,,,,,,,,
2024-01-14 07:52:51,3161,1,2024-01-14 07:52:58,3168,0,3,Wake,8,0,,,,,,,,,,,,,,,,,
2024-01-14 07:52:59,3169,1,2024-01-14 07:57:48,3458,0,1,NREM,290,0,,,,,,,,,,,,,,,,,
2024-01-14 07:57:49,3459,1,2024-01-14 07:58:19,3489,0,2,REM,31,0,,,,,,,,,,,,,,,,,
2024-01-14 07:58:20,3490,1,2024-01-14 07:58:29,3499,0,3,Wake,10,0,,,,,,,,,,,,,,,,,
2024-01-14 07:58:30,3500,1,2024-01-14 08:00:04,3594,0,1,NREM,95,0,,,,,,,,,,,,,,,,,
2024-01-14 08:00:05,3595,1,2024-01-14 08:00:10,3600,0,3,Wake,6,0,,,,,,,,,,,,,,,,,
2024-01-14 08:00:10,3600, ,2024-01-14 08:00:10,3600, ,5,MARKER,,1,,,,,,,,,,,,,,,,,
2024-01-14 08:00:11,3601,1,2024-01-14 08:09:14,4144,0,3,Wake,544,1,,,,,,,,,,,,,,,,,
2024-01-14 08:09:15,4145,1,2024-01-14 08:09:20,4150,0,1,NREM,6,1,,,,,,,,,,,,,,,,,
2024-01-14 08:09:21,4151,1,2024-01-14 08:12:08,4318,0,3,Wake,168,1,,,,,,,,,,,,,,,,,
2024-01-14 08:12:09,4319,1,2024-01-14 08:12:15,4325,0,1,NREM,7,1,,,,,,,,,,,,,,,,,
2024-01-14 08:12:16,4326,1,2024-01-14 08:12:33,4343,0,3,Wake,18,1,,,,,,,,,,,,,,,,,
2024-01-14 08:12:34,4344,1,2024-01-14 08:16:19,4569,0,1,NREM,226,1,,,,,,,,,,,,,,,,,
2024-01-14 08:16:20,4570,1,2024-01-14 08:16:32,4582,0,3,Wake,13,1,,,,,,,,,,,,,,,,,
2024-01-14 08:16:33,4583,1,2024-01-14 08:19:14,4744,0,1,NREM,162,1,,,,,,,,,,,,,,,,,
2024-01-14 08:19:15,4745,1,2024-01-14 08:20:11,4801,0,2,REM,57,1,,,,,,,,,,,,,,,,,
2024-01-14 08:20:12,4802,1,2024-01-14 08:20:19,4809,0,3,Wake,8,1,,,,,,,,,,,,,,,,,
2024-01-14 08:20:20,4810,1,2024-01-14 08:21:48,4898,0,1,NREM,89,1,,,,,,,,,,,,,,,,,
2024-01-14 08:21:49,4899,1,2024-01-14 08:21:56,4906,0,3,Wake,8,1,,,,,,,,,,,,,,,,,
2024-01-14 08:21:57,4907,1,2024-01-14 08:23:49,5019,0,1,NREM,113,1,,,,,,,,,,,,,,,,,
2024-01-14 08:23:50,5020,1,2024-01-14 08:25:06,5096,0,2,REM,77,1,,,,,,,,,,,,,,,,,
2024-01-14 08:25:07,5097,1,2024-01-14 08:25:23,5113,0,3,Wake,17,1,,,,,,,,,,,,,,,,,
2024-01-14 08:25:24,5114,1,2024-01-14 08:30:52,5442,0,1,NREM,329,1,,,,,,,,,,,,,,,,,
2024-01-14 08:30:53,5443,1,2024-01-14 08:31:01,5451,0,3,Wake,9,1,,,,,,,,,,,,,,,,,
2024-01-14 08:31:02,5452,1,2024-01-14 08:32:59,5569,0,1,NREM,118,1,,,,,,,,,,,,,,,,,
2024-01-14 08:33:00,5570,1,2024-01-14 08:34:03,5633,0,2,REM,64,1,,,,,,,,,,,,,,,,,
2024-01-14 08:34:04,5634,1,2024-01-14 08:34:12,5642,0,3,Wake,9,1,,,,,,,,,,,,,,,,,
2024-01-14 08:34:13,5643,1,2024-01-14 08:34:34,5664,0,1,NREM,22,1,,,,,,,,,,,,,,,,,
2024-01-14 08:34:35,5665,1,2024-01-14 08:34:41,5671,0,2,REM,7,1,,,,,,,,,,,,,,,,,
2024-01-14 08:34:42,5672,1,2024-01-14 08:34:47,5677,0,3,Wake,6,1,,,,,,,,,,,,,,,,,
2024-01-14 08:34:48,5678,1,2024-01-14 08:35:06,5696,0,1,NREM,19,1,,,,,,,,,,,,,,,,,
2024-01-14 08:35:07,5697,1,2024-01-14 08:37:48,5858,0,3,Wake,162,1,,,,,,,,,,,,,,,,,
2024-01-14 08:37:49,5859,1,2024-01-14 08:37:57,5867,0,1,NREM,9,1,,,,,,,,,,,,,,,,,
2024-01-14 08:37:58,5868,1,2024-01-14 08:38:04,5874,0,3,Wake,7,1,,,,,,,,,,,,,,,,,
2024-01-14 08:38:05,5875,1,2024-01-14 08:44:48,6278,0,1,NREM,404,1,,,,,,,,,,,,,,,,,
2024-01-14 08:44:49,6279,1,2024-01-14 08:45:40,6330,0,2,REM,52,1,,,,,,,,,,,,,,,,,
2024-01-14 08:45:41,6331,1,2024-01-14 08:45:54,6344,0,3,Wake,14,1,,,,,,,,,,,,,,,,,
2024-01-14 08:45:55,6345,1,2024-01-14 08:50:40,6630,0,1,NREM,286,1,,,,,,,,,,,,,,,,,
2024-01-14 08:50:41,6631,1,2024-01-14 08:51:14,6664,0,2,REM,34,1,,,,,,,,,,,,,,,,,
2024-01-14 08:51:15,6665,1,2024-01-14 08:51:22,6672,0,3,Wake,8,1,,,,,,,,,,,,,,,,,
2024-01-14 08:51:23,6673,1,2024-01-14 08:53:34,6804,0,1,NREM,132,1,,,,,,,,,,,,,,,,,
2024-01-14 08:53:35,6805,1,2024-01-14 08:54:37,6867,0,2,REM,63,1,,,,,,,,,,,,,,,,,
2024-01-14 08:54:38,6868,1,2024-01-14 08:54:46,6876,0,3,Wake,9,1,,,,,,,,,,,,,,,,,
2024-01-14 08:54:47,6877,1,2024-01-14 08:55:28,6918,0,1,NREM,42,1,,,,,,,,,,,,,,,,,
2024-01-14 08:55:29,6919,1,2024-01-14 08:56:38,6988,0,2,REM,70,1,,,,,,,,,,,,,,,,,
2024-01-14 08:56:39,6989,1,2024-01-14 08:56:56,7006,0,3,Wake,18,1,,,,,,,,,,,,,,,,,
2024-01-14 08:56:57,7007,1,2024-01-14 08:57:28,7038,0,1,NREM,32,1,,,,,,,,,,,,,,,,,
2024-01-14 08:57:29,7039,1,2024-01-14 08:57:35,7045,0,3,Wake,7,1,,,,,,,,,,,,,,,,,
2024-01-14 08:57:36,7046,1,2024-01-14 08:58:22,7092,0,1,NREM,47,1,,,,,,,,,,,,,,,,,
2024-01-14 08:58:23,7093,1,2024-01-14 08:58:31,7101,0,3,Wake,9,1,,,,,,,,,,,,,,,,,
2024-01-14 08:58:32,7102,1,2024-01-14 09:00:10,7200,0,1,NREM,99,1,,,,,,,,,,,,,,,,,
2024-01-14 09:00:10,7200, ,2024-01-14 09:00:10,7200, ,5,MARKER,,2,,,,,,,,,,,,,,,,,
2024-01-14 09:00:11,7201,1,2024-01-14 09:01:28,7278,0,1,NREM,78,2,,,,,,,,,,,,,,,,,
2024-01-14 09:01:29,7279,1,2024-01-14 09:01:38,7288,0,3,Wake,10,2,,,,,,,,,,,,,,,,,
2024-01-14 09:01:39,7289,1,2024-01-14 09:05:01,7491,0,1,NREM,203,2,,,,,,,,,,,,,,,,,
2024-01-14 09:05:02,7492,1,2024-01-14 09:05:24,7514,0,2,REM,23,2,,,,,,,,,,,,,,,,,
2024-01-14 09:05:25,7515,1,2024-01-14 09:05:36,7526,0,3,Wake,12,2,,,,,,,,,,,,,,,,,
2024-01-14 09:05:37,7527,1,2024-01-14 09:07:31,7641,0,1,NREM,115,2,,,,,,,,,,,,,,,,,
2024-01-14 09:07:32,7642,1,2024-01-14 09:11:54,7904,0,3,Wake,263,2,,,,,,,,,,,,,,,,,
2024-01-14 09:11:55,7905,1,2024-01-14 09:12:19,7929,0,1,NREM,25,2,,,,,,,,,,,,,,,,,
2024-01-14 09:12:20,7930,1,2024-01-14 09:12:24,7934,0,3,Wake,5,2,,,,,,,,,,,,,,,,,
2024-01-14 09:12:25,7935,1,2024-01-14 09:13:07,7977,0,1,NREM,43,2,,,,,,,,,,,,,,,,,
2024-01-14 09:13:08,7978,1,2024-01-14 09:15:14,8104,0,3,Wake,127,2,,,,,,,,,,,,,,,,,
2024-01-14 09:15:15,8105,1,2024-01-14 09:15:29,8119,0,1,NREM,15,2,,,,,,,,,,,,,,,,,
2024-01-14 09:15:30,8120,1,2024-01-14 09:54:34,10464,0,3,Wake,2345,2,,,,,,,,,,,,,,,,,
2024-01-14 09:54:35,10465,1,2024-01-14 09:55:15,10505,0,1,NREM,41,2,,,,,,,,,,,,,,,,,
2024-01-14 09:55:16,10506,1,2024-01-14 09:57:32,10642,0,3,Wake,137,2,,,,,,,,,,,,,,,,,
2024-01-14 09:57:33,10643,1,2024-01-14 10:00:10,10800,0,1,NREM,158,2,,,,,,,,,,,,,,,,,
2024-01-14 10:00:10,10800, ,2024-01-14 10:00:10,10800, ,5,MARKER,,3,,,,,,,,,,,,,,,,,
2024-01-14 10:00:11,10801,1,2024-01-14 10:00:44,10834,0,1,NREM,34,3,,,,,,,,,,,,,,,,,
2024-01-14 10:00:45,10835,1,2024-01-14 10:00:57,10847,0,3,Wake,13,3,,,,,,,,,,,,,,,,,
2024-01-14 10:00:58,10848,1,2024-01-14 10:08:45,11315,0,1,NREM,468,3,,,,,,,,,,,,,,,,,
2024-01-14 10:08:46,11316,1,2024-01-14 10:09:22,11352,0,2,REM,37,3,,,,,,,,,,,,,,,,,
2024-01-14 10:09:23,11353,1,2024-01-14 10:09:30,11360,0,3,Wake,8,3,,,,,,,,,,,,,,,,,
2024-01-14 10:09:31,11361,1,2024-01-14 10:13:49,11619,0,1,NREM,259,3,,,,,,,,,,,,,,,,,
2024-01-14 10:13:50,11620,1,2024-01-14 10:15:38,11728,0,2,REM,109,3,,,,,,,,,,,,,,,,,
2024-01-14 10:15:39,11729,1,2024-01-14 10:15:45,11735,0,3,Wake,7,3,,,,,,,,,,,,,,,,,
2024-01-14 10:15:46,11736,1,2024-01-14 10:16:34,11784,0,1,NREM,49,3,,,,,,,,,,,,,,,,,
2024-01-14 10:16:35,11785,1,2024-01-14 10:16:49,11799,0,3,Wake,15,3,,,,,,,,,,,,,,,,,
2024-01-14 10:16:50,11800,1,2024-01-14 10:21:57,12107,0,1,NREM,308,3,,,,,,,,,,,,,,,,,
2024-01-14 10:21:58,12108,1,2024-01-14 10:22:27,12137,0,2,REM,30,3,,,,,,,,,,,,,,,,,
2024-01-14 10:22:28,12138,1,2024-01-14 10:22:40,12150,0,3,Wake,13,3,,,,,,,,,,,,,,,,,
2024-01-14 10:22:41,12151,1,2024-01-14 10:25:33,12323,0,1,NREM,173,3,,,,,,,,,,,,,,,,,
2024-01-14 10:25:34,12324,1,2024-01-14 10:26:50,12400,0,2,REM,77,3,,,,,,,,,,,,,,,,,
2024-01-14 10:26:51,12401,1,2024-01-14 10:27:04,12414,0,3,Wake,14,3,,,,,,,,,,,,,,,,,
2024-01-14 10:27:05,12415,1,2024-01-14 10:32:54,12764,0,1,NREM,350,3,,,,,,,,,,,,,,,,,
2024-01-14 10:32:55,12765,1,2024-01-14 10:33:49,12819,0,2,REM,55,3,,,,,,,,,,,,,,,,,
2024-01-14 10:33:50,12820,1,2024-01-14 10:33:58,12828,0,3,Wake,9,3,,,,,,,,,,,,,,,,,
2024-01-14 10:33:59,12829,1,2024-01-14 10:34:08,12838,0,1,NREM,10,3,,,,,,,,,,,,,,,,,
2024-01-14 10:34:09,12839,1,2024-01-14 10:35:57,12947,0,2,REM,109,3,,,,,,,,,,,,,,,,,
2024-01-14 10:35:58,12948,1,2024-01-14 10:36:04,12954,0,3,Wake,7,3,,,,,,,,,,,,,,,,,
2024-01-14 10:36:05,12955,1,2024-01-14 10:37:22,13032,0,1,NREM,78,3,,,,,,,,,,,,,,,,,
2024-01-14 10:37:23,13033,1,2024-01-14 10:37:54,13064,0,3,Wake,32,3,,,,,,,,,,,,,,,,,
2024-01-14 10:37:55,13065,1,2024-01-14 10:44:40,13470,0,1,NREM,406,3,,,,,,,,,,,,,,,,,
2024-01-14 10:44:41,13471,1,2024-01-14 10:45:17,13507,0,2,REM,37,3,,,,,,,,,,,,,,,,,
2024-01-14 10:45:18,13508,1,2024-01-14 10:45:26,13516,0,3,Wake,9,3,,,,,,,,,,,,,,,,,
2024-01-14 10:45:27,13517,1,2024-01-14 10:46:55,13605,0,1,NREM,89,3,,,,,,,,,,,,,,,,,
2024-01-14 10:46:56,13606,1,2024-01-14 10:47:51,13661,0,3,Wake,56,3,,,,,,,,,,,,,,,,,
2024-01-14 10:47:52,13662,1,2024-01-14 10:48:02,13672,0,1,NREM,11,3,,,,,,,,,,,,,,,,,
2024-01-14 10:48:03,13673,1,2024-01-14 10:48:13,13683,0,3,Wake,11,3,,,,,,,,,,,,,,,,,
2024-01-14 10:48:14,13684,1,2024-01-14 10:53:59,14029,0,1,NREM,346,3,,,,,,,,,,,,,,,,,
2024-01-14 10:54:00,14030,1,2024-01-14 10:54:49,14079,0,2,REM,50,3,,,,,,,,,,,,,,,,,
2024-01-14 10:54:50,14080,1,2024-01-14 10:54:58,14088,0,3,Wake,9,3,,,,,,,,,,,,,,,,,
2024-01-14 10:54:59,14089,1,2024-01-14 10:55:24,14114,0,1,NREM,26,3,,,,,,,,,,,,,,,,,
2024-01-14 10:55:25,14115,1,2024-01-14 10:57:38,14248,0,2,REM,134,3,,,,,,,,,,,,,,,,,
2024-01-14 10:57:39,14249,1,2024-01-14 10:57:46,14256,0,3,Wake,8,3,,,,,,,,,,,,,,,,,
2024-01-14 10:57:47,14257,1,2024-01-14 10:59:10,14340,0,1,NREM,84,3,,,,,,,,,,,,,,,,,
2024-01-14 10:59:11,14341,1,2024-01-14 10:59:17,14347,0,3,Wake,7,3,,,,,,,,,,,,,,,,,
2024-01-14 10:59:18,14348,1,2024-01-14 11:00:10,14400,0,1,NREM,53,3,,,,,,,,,,,,,,,,,
2024-01-14 11:00:10,14400, ,2024-01-14 11:00:10,14400, ,5,MARKER,,4,,,,,,,,,,,,,,,,,
2024-01-14 11:00:11,14401,1,2024-01-14 11:04:44,14674,0,1,NREM,274,4,,,,,,,,,,,,,,,,,
2024-01-14 11:04:45,14675,1,2024-01-14 11:05:54,14744,0,3,Wake,70,4,,,,,,,,,,,,,,,,,
2024-01-14 11:05:55,14745,1,2024-01-14 11:09:34,14964,0,1,NREM,220,4,,,,,,,,,,,,,,,,,
2024-01-14 11:09:35,14965,1,2024-01-14 11:10:14,15004,0,2,REM,40,4,,,,,,,,,,,,,,,,,
2024-01-14 11:10:15,15005,1,2024-01-14 11:10:26,15016,0,3,Wake,12,4,,,,,,,,,,,,,,,,,
2024-01-14 11:10:27,15017,1,2024-01-14 11:12:00,15110,0,1,NREM,94,4,,,,,,,,,,,,,,,,,
2024-01-14 11:12:01,15111,1,2024-01-14 11:12:07,15117,0,3,Wake,7,4,,,,,,,,,,,,,,,,,
2024-01-14 11:12:08,15118,1,2024-01-14 11:13:34,15204,0,1,NREM,87,4,,,,,,,,,,,,,,,,,
2024-01-14 11:13:35,15205,1,2024-01-14 11:56:01,17751,0,3,Wake,2547,4,,,,,,,,,,,,,,,,,
2024-01-14 11:56:02,17752,1,2024-01-14 12:00:10,18000,0,1,NREM,249,4,,,,,,,,,,,,,,,,,
2024-01-14 12:00:10,18000, ,2024-01-14 12:00:10,18000, ,5,MARKER,,5,,,,,,,,,,,,,,,,,
2024-01-14 12:00:11,18001,1,2024-01-14 12:01:29,18079,0,1,NREM,79,5,,,,,,,,,,,,,,,,,
2024-01-14 12:01:30,18080,1,2024-01-14 12:02:26,18136,0,2,REM,57,5,,,,,,,,,,,,,,,,,
2024-01-14 12:02:27,18137,1,2024-01-14 12:02:32,18142,0,3,Wake,6,5,,,,,,,,,,,,,,,,,
2024-01-14 12:02:33,18143,1,2024-01-14 12:05:41,18331,0,1,NREM,189,5,,,,,,,,,,,,,,,,,
2024-01-14 12:05:42,18332,1,2024-01-14 12:06:28,18378,0,2,REM,47,5,,,,,,,,,,,,,,,,,
2024-01-14 12:06:29,18379,1,2024-01-14 12:06:34,18384,0,3,Wake,6,5,,,,,,,,,,,,,,,,,
2024-01-14 12:06:35,18385,1,2024-01-14 12:11:59,18709,0,1,NREM,325,5,,,,,,,,,,,,,,,,,
2024-01-14 12:12:00,18710,1,2024-01-14 12:12:09,18719,0,2,REM,10,5,,,,,,,,,,,,,,,,,
2024-01-14 12:12:10,18720,1,2024-01-14 12:12:23,18733,0,3,Wake,14,5,,,,,,,,,,,,,,,,,
